Name,Contact-info,Address,Category,area,latitude,longitude,url
Ice Stations,+91 9346239356,"Ground Floor, VC Plaza,
            Vivek Nagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",ICECREAM & DESSERT PARLOR,Kukatpally,17.482681,78.413819,/Services/kukatpally.html
Tipsy Topsy Bakers & Confectioners,+91 9704978637,"Plot No. 750/1,
            Vivekananda Nagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana",ICECREAM & DESSERT PARLOR,Kukatpally,17.4930199,78.41423248,/Services/kukatpally.html
Green Events,+91 9912334422,"Opp. JNTU Road, Beside SBH Bank
            Address
            Plot No. 1347,
            Pragathi Nagar Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",ICECREAM & DESSERT PARLOR,Kukatpally,17.49052727,78.39248028,/Services/kukatpally.html
Country Oven Bakers,+91 9666697197,"Lane Opp. JNTU Main Gate, Beside Grand RKS
            Address
            KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 23056588",ICECREAM & DESSERT PARLOR,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
Basket Chinese House,+91 8790029758,"Below Brand Factory
            Address
            KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",ICECREAM & DESSERT PARLOR,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
RT Enterprises,+91 8978955884,"Opp. Bashyam School
            Address
            Plot No. 1256 & 1259, Pragathi Nagar,
            Satyabhama's Sri Nilayam, Ground Floor,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 4025003",ICECREAM & DESSERT PARLOR,Kukatpally,,,/Services/kukatpally.html
Brown Bear Bakery,+91 9553399899,"Near Southindia Shopping Mall
            Address
            D No. 2-22-79/3, Shop No. 1,
            A.S. Raju Nagar, KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 65919102",ICECREAM & DESSERT PARLOR,Kukatpally,,,/Services/kukatpally.html
Scrummys Food,+91 7702673737,"Near Dhanalakshmi Centre
            Address
            KPHB Phase 1 & 2,
            Road No. 2,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",ICECREAM & DESSERT PARLOR,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Sundays Ice Cream Shop,+91 9799530433,"Opposite Shiva Parvathi temple
            Address
            Shop No. 13,
            APHB Complex, KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",ICECREAM & DESSERT PARLOR,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
K.S Bakers Private Limited,+91 9640300020,"No-3 & 4,
            Udai Krishna Appartments,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            040 66200023
            040 23160744",ICECREAM & DESSERT PARLOR,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Mia by Tanishq,+91 9052493883,"Near Malaysian Township
            Address
            The Forum Sujana Mall,
            Ground Floor,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 6768413",JEWELLERY SHOPS,Kukatpally,,,/Services/kukatpally.html
Tanishq,+91 40 49490552,"Near Malaysian Township Cross Road
            Address
            1&2, Alluri Trade Centre,
            KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 40153080",JEWELLERY SHOPS,Kukatpally,,,/Services/kukatpally.html
Kalyan Jewellers,+91 40 23157333,"D No. 21-47/4, 21-19/1, Plot No. 25, 26,
            Balaji Nagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 23155333",JEWELLERY SHOPS,Kukatpally,,,/Services/kukatpally.html
Femina Jewels,+91 9700945759,"2nd Floor,
            Forum Sujana Mall, KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 30534289",JEWELLERY SHOPS,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
Aarya 24 Kt Jewellers,+91 7675984666,"SF 23, Manjeera Mall,
            Hitech City Road, JNTU,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",JEWELLERY SHOPS,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Sri Venkateshwara Pearls & Jewellers,+91 9247395999,"Opposite Vertex Paradise Appartments
            Address
            Shop No. 1-2-31,
            Sri Sai Priya Residency,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 64509994",JEWELLERY SHOPS,Kukatpally,,,/Services/kukatpally.html
Mangatrai Jewellers,+91 9848011180,"Plot No. S-16, Survey No. 1009, K P H B Phase 6,
            Forum Sujana Mall,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",JEWELLERY SHOPS,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Sujala Gems & Jewels,+91 9885487480,"Beside Padmavathi Plaza
            Address
            Shop No. 1,
            Saptagiri Complex , KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 23162122",JEWELLERY SHOPS,Kukatpally,,,/Services/kukatpally.html
Sri Raja Rani Jewellers,+91 9246186684,"Adj. Vijay Textiles
            Address
            H No. 22-240/5, Plot No. 5,
            Bhagya Nagar Colony, KPHB,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 40176684",JEWELLERY SHOPS,Kukatpally,,,/Services/kukatpally.html
GRT Jewellers,+91 40 40251515,"Near Vishvanath Theatre
            Address
            No. 2-22-300, Plot No. 3,
            Bhagya Nagar Colony, KPHB,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 23414999",JEWELLERY SHOPS,Kukatpally,,,/Services/kukatpally.html
Kalamandir Wedding Collection,+91 40 64534567,"Hmt Sathavahana Nagar
            Address
            2-22-299-1-7-A, 1st Floor,
            PRR Estate, KPHB main Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",JEWELLERY SHOPS,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Khazana Jewellery,+91 40 66314900,"MIG-344,
            phase- 5, KPHB colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",JEWELLERY SHOPS,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
Avantika Collection,+91 7799256265,"Shop No. 2, MIG 414,
            Road No 4, KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            
            Telephone: 9908807561",JEWELLERY SHOPS,Kukatpally,17.4902071,78.3823579,/Services/kukatpally.html
Adharva Jewels,+91 7013143399,"Below Just Bake
            Address
            LIG - 15/4, Shop No. 1,,
            KPHB Phase 3, Hitech City Road, JNTU,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",JEWELLERY SHOPS,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Tirupathi Jewellery,+91 96182 35801,"LIG-81 shop no.1 ,
            KPHB Phase 2 ,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",JEWELLERY SHOPS,Kukatpally,17.484915,78.396108,/Services/kukatpally.html
Shri Rajarajeshwari,+91 9247248322,"Near KBHP Main Road
            Address
            Shop No. 101,
            Krishna Veni Complex,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 23160949",JEWELLERY SHOPS,Kukatpally,,,/Services/kukatpally.html
Tangibles,+91 8790562862,"Shop No. 1,
            Gayathri Residency,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",JEWELLERY SHOPS,Kukatpally,17.49771041,78.41193399,/Services/kukatpally.html
Violet & Purple,+91 40 23053466,"Near Prime Hospitals
            Address
            MIGH-191 Road Number 1,
            KPHB Phase I, KPHB Colony ,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",JEWELLERY SHOPS,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
Jos Alukkas,+91 40 23053916,"Door No. 237,
            KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",JEWELLERY SHOPS,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
Joyalukas Jewellers,+91 9440801032,"Door No. 2-22-306/1/1,
            KPHB Main Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            040 23892555
            040 23418205",JEWELLERY SHOPS,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Cross Word Book Store Limited,+91 9885189941,"HIG - 554, 3rd Floor,
            KPHB Colony, Forum Sujana Mall,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",BOOK STORES,Kukatpally,17.4840487,78.3892184,/Services/kukatpally.html
Scribbles Book Store,+91 9618922336,"Beside Chennai Shopping Mall
            Address
            Alluri Commercial Complex,
            KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",BOOK STORES,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
Sri Sai Padma Book Center & Stationery Store,+91 9949812337,"Addagutta Society,
            HMT Hills Road, HMT Hills,
            Kukatpally,
            Hyderabad - 500072
            Telangana",BOOK STORES,Kukatpally,17.50317597,78.39655621,/Services/kukatpally.html
Sai Krishna Books Stationary Store,+91 8978997399,"Opposite Bus Stop
            Address
            Shop No. 425/A,
            1st Phase, Allwyn Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",BOOK STORES,Kukatpally,17.501961,78.418811,/Services/kukatpally.html
Sai Krishna Books Stationary Store,+91 8978997399,"Opposite Bus Stop
              Address
              Shop No. 425/A,
              1st Phase, Allwyn Colony,
              Kukatpally,
              Hyderabad - 500072
              Telangana.",STATIONARY,Kukatpally,17.501961,78.418811,/Services/kukatpally.html
Jagdamba Stationery,+91 40 23053974,"MIG-511, 3rd Phase,
              KPHB Colony,
              Kukatpally,
              Hyderabad - 500072
              Telangana.",STATIONARY,Kukatpally,17.48305801,78.39299693,/Services/kukatpally.html
Himalaya Pack & Stationery,+91 9989332929,"Shop No. 5,
              Sony Business Complex, Prashanthi Nagar,
              Kukatpally,
              Hyderabad - 500072
              Telangana.
              40 23070157",STATIONARY,Kukatpally,17.477226,78.427517,/Services/kukatpally.html
Sri Sai Padma Book Center & Stationery Store,+91 9949812337,"Addagutta Society,
              HMT Hills Road, HMT Hills,
              Kukatpally,
              Hyderabad - 500072
              Telangana.",STATIONARY,Kukatpally,17.50317597,78.39655621,/Services/kukatpally.html
Bhagyalaxmi Stationary House,+91 9700186173,"Opposite Monkey Circle
              Address
              Plot No. 496,
              Pragathi Nagar,
              Kukatpally,
              Hyderabad - 500072
              Telangana.",STATIONARY,Kukatpally,17.51573135,78.39929865,/Services/kukatpally.html
Gayathri Stationary Store,+91 9866586881,"LIG-10,
              Kukatpally Housing Board Colony,
              Kukatpally,
              Hyderabad - 500072
              Telangana.
              
              Telephone: 9247714356",STATIONARY,Kukatpally,17.495736,78.396893,/Services/kukatpally.html
Chennai Shopping Mall,+91 40 23153030,"Beside Swagat Restaurant
            Address
            MIG 235,
            KPHB Colony, Bhagyanagar Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana",MALL,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
9X Store Shopping Mall,+91 40 24051115,"Near Sujana Formum Mall
            Address
            Janesh Plaza,
            MIG Bus Stop, 6th Phase,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MALL,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Sri Mallikarjuna Goodwill Dry Cleaners,+91 9866430777,"Near Andhra Bank
            Address
            Plot No. 1078, Shop No. 2,
            Pragathi Nagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MALL,Kukatpally,17.51573135,78.39929865,/Services/kukatpally.html
South India Shopping Mall,+91 40 23164848,"Near Usha Mullapudi Arch
            Address
            Plot No. 17 to 20, Survey No. 166/P,
            Kukatpally Village,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MALL,Kukatpally,,,/Services/kukatpally.html
Sri Malleshwari Kuchipudi Arts Academy,+91 9396746890,"Gate No. 3, Usha Mullapudi Road,
            BIT - 2, Vivekananda Nagar Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MALL,Kukatpally,17.4942639,78.40466269,/Services/kukatpally.html
Forum Sujana Mall,+91 40 30534053,"Opposite Malaysian Township
            Address
            Plot No. S-16, Survey No. 1009,
            KPHB 6th Phase,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 30534243",MALL,Kukatpally,,,/Services/kukatpally.html
Mallikarjun Electricals,+91 9642465256,"South India Mall
            Address
            Shop No. 7,
            Bhagya Nagar Rajima Tower,
            Kukatpally,
            Hyderabad - 500072
            Telangana",MALL,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Cogent Medical Diagnostics,+91 9490165605,"Opp. JNTU, Beside Andhra Bank
            Address
            Shop No. 3, Sudhakar Tower,
            Pragathi Nagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MEDICAL,Kukatpally,17.51573135,78.39929865,/Services/kukatpally.html
Ayuh Sree Herbals & Ayurvedic Medical Shop,+91 9052131013,"Opp. Deena Band
            Address
            Plot No. 1 & 2,
            Vivekananda Nagar Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MEDICAL,Kukatpally,17.48988486,78.41415833,/Services/kukatpally.html
Sri Bhargav Medical & General Stores,+91 9030995069,"Alluri Trade Centre,
            KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 23165069",MEDICAL,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
Amrutha Hospital & Medical,+91 8297221155,"Remedy Hospital Lane
            Address
            M.I.G -410, Ground Floor,
            Sai Divya Residency, Road No. 4,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MEDICAL,Kukatpally,,,/Services/kukatpally.html
Sri Sai Medical Hall,+91 9701237098,"Opp. Sai Keerthi Childrens Hospital
            Address
            D. No. 4-49,
            Vivekananda Nagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MEDICAL,Kukatpally,17.495458,78.410227,/Services/kukatpally.html
Apple Diagnostic & Medical Centre,+91 9246590009,"No. 266,
            Vivekananda Nagar Colony Main Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            040 65296669
            040 65265256",MEDICAL,Kukatpally,17.49752236,78.41323644,/Services/kukatpally.html
Sai Datta Medical & General Stores,+91 9848011951,"Opp. KPHB Colony
            Address
            Plot No. 128,
            Balaji Hills Apartment,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MEDICAL,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
S.V. Medicals Surgicals,+91 7799194466,"Opposite Vignesh Nursing Home
            Address
            G-1, MIG-262,
            Bhavani Enclave,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 40189797",MEDICAL,Kukatpally,,,/Services/kukatpally.html
Sri Poojitha Medical Hall,+91 7337096594,"Opp. R.S. Brothers
            Address
            S. No. 5/22-298,
            ADR Estate,
            Kukatpally,
            Hyderabad - 500072
            Telangana",MEDICAL,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Asian Medical Diagnostics,+91 9010610610,"Near South India Shopping Mall
            Address
            D. No. 15-24-2, MIG 1,
            Main Road, Adj. to Road No. 1 Arch,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 23150610",MEDICAL,Kukatpally,,,/Services/kukatpally.html
Bharat Vikas Generic Medical Shop,+91 040 65557754,"Near To Post Office
            Address
            Society Office,
            Vivekananda Nagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana",MEDICAL,Kukatpally,17.495458,78.410227,/Services/kukatpally.html
Bharat Vikas Generic Medical Shop,+91 040 64554799,"Near Bjp Office, Main Road
            Address
            MIG 426,
            KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MEDICAL,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
Bharat Vikas Generic Medical Shop,+91 040 65557744,"Near Sri Venkateswara Swamy Temple
            Address
            MIG 426, Road No. 4,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MEDICAL,Kukatpally,17.495132,78.387568,/Services/kukatpally.html
SIM Mobile Shopee,+91 9640577712,"Shop No 22,
            Manjeera Majastic Commercial, JNTU Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MOBILE REPAIR SHOP,Kukatpally,17.4912785,78.3937283,/Services/kukatpally.html
Reliance Mobile Store,+91 9347001122,"Shop No 4,
            Sai Satya Complex, KPHB Main Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana",MOBILE REPAIR SHOP,Kukatpally,17.51876334,78.38583496,/Services/kukatpally.html
BiG C Mobile Store,+91 9966042888,"Unit No 003, Ground Floor,
            Manjeera Majastic Commercial Complex,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MOBILE REPAIR SHOP,Kukatpally,17.4912785,78.3937283,/Services/kukatpally.html
LG Mobile Shoppe,+91 40 30534130,"Shop No 313, 3rd Floor,
            Forum Sujana Mall,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 30534129",MOBILE REPAIR SHOP,Kukatpally,17.4840487,78.3892184,/Services/kukatpally.html
AMC Accessory & Mobile Concepts,+91 40 65555830,"LG-11,
            Manjeera Trinity Mall,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MOBILE REPAIR SHOP,Kukatpally,17.489711,78.394041,/Services/kukatpally.html
Sri Sai Marketing Ideal Mobile Services,+91 9848005334,"Beside Ramalayan Arch
            Address
            H.No 1-97/1,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MOBILE REPAIR SHOP,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
The Mobile Store Limited,+91 9966155010,"H.No. 1-1-25/12,
            Atmaram Estates, Nizampet X Roads,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 64510234",MOBILE REPAIR SHOP,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Sri Srujana Mobile & Communications,+91 9949988589,"MIG 15/3, Shop No. 2,
            Just Bake Bakery Building, KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MOBILE REPAIR SHOP,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
Mobile Basket,+91 9393007777,"Opposite ZP High School
            Address
            D-No 2-127,
            Nizampet Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 31003131",MOBILE REPAIR SHOP,Kukatpally,17.5015774,78.38913857,/Services/kukatpally.html
The Mobile Mart,+91 9542766676,"Opposite KPHB Bus Stop
            Address
            Shop No. 101 & 102,
            Padmavathi Plaza,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MOBILE REPAIR SHOP,Kukatpally,17.49519999,78.40069998,/Services/kukatpally.html
Kolors Mobile Services,+91 9032339944,"Beside ICICI Bank
            Address
            Shop No. 9, Block B,
            Nagarjuna Homes, Nijampet Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 65149944",MOBILE REPAIR SHOP,Kukatpally,,,/Services/kukatpally.html
web designing & development and hybrid mobile applications,+91 9985704896,"Plot No. 202,
            S. S. Colony, Vasanth Nagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",MOBILE REPAIR SHOP,Kukatpally,17.4976538,78.3878844,/Services/kukatpally.html
Kotons Clothing Store,+91 8686619355,"Plot No. 57, Shop No. G1,
            Sardar Patel Nagar, Sri Gurudatta Complex,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 40188299",CLOTHING STORE,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Kaira Clothing Store,+91 9100996556,"Opposite KS Bakers
            Address
            S.No. 1 & 2, Ground Floor,
            Sapthagiri Complex, KPHB Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 23067353",CLOTHING STORE,Kukatpally,,,/Services/kukatpally.html
Shreya Features Clothing Store,+91 9848457003,"Opposite RS Brothers
            Address
            Shop No. 192, Sree Plaza,
            Bhagyanagar Colony,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",CLOTHING STORE,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
,,,CLOTHING STORE,Kukatpally,18.77609574,100.773935,/Services/kukatpally.html
Lotus Incorporation Clothing Store,+91 40 23155299,"Near Brand Factory
            Address
            Plot No. 1043 & 1048,
            1st Floor, NSL Centrum Mall, KPHB,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",CLOTHING STORE,Kukatpally,17.479732,78.387325,/Services/kukatpally.html
Glitz Womens Clothing Store,+91 9000176111,"Shop No. 1-2-49/3/1,
            Ground Floor, Nizampet Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 42300755",CLOTHING STORE,Kukatpally,17.50547008,78.38645301,/Services/kukatpally.html
Vastra Trendz Clothing Store,+91 9700008333,"Near JNTU
            Address
            Dharmareddy Colony,
            MRO Office Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",CLOTHING STORE,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Sri Smart Collection Clothing Store,+91 9248077699,"Padmaya Complex,
            MIG Centre,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 64627699",CLOTHING STORE,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Kanish Collections Clothing Store,+91 9391023380,"Plot No. 171,
            Pragathi Nagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 23892380",CLOTHING STORE,Kukatpally,17.4944351,78.4262231,/Services/kukatpally.html
Radhika Selection Clothing Store,+91 9246809669,"Near HDFC Bank ATM
            Address
            Plot No. 561 & 562,
            Pragathi Nagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",CLOTHING STORE,Kukatpally,17.51573135,78.39929865,/Services/kukatpally.html
Priyanka Womens Clothing Store,+91 40 66516299,"MIG 221, Phase 1,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",CLOTHING STORE,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Daman Organic Products Limited,+91 7032033366,"Near Pillar No. 39
            Address
            Hydernagar,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            
            Telephone: 9100725666",GROCERY,Kukatpally,17.5030765,78.4041699,/Services/kukatpally.html
Spoorthi Super Market,+91 9704096600,"Near South India shopping Mall
            Address
            Plot No. 98, A.S. Raju Nagar,
            Usha Mullapudi Road,
            Kukatpally,
            Hyderabad - 500072
            Telangana",GROCERY,Kukatpally,,,/Services/kukatpally.html
24 Mantra Organic,+91 7032708092,"Opp. Manjeera Water Tank
            Address
            Plot No: 72, HIG, 3rd Phase, KPHB Colony ,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",GROCERY,Kukatpally,17.4775722,78.39495855,/Services/kukatpally.html
Sri Dhana Lakshmi Kirana & General Stores,+91 40 33084408,"MIG 183, Road No 2,
            Dhana Lakshmi Center,
            Kukatpally,
            Hyderabad - 500072
            Telangana.",GROCERY,Kukatpally,17.49763157,78.39634091,/Services/kukatpally.html
Laundry Box,+91 9553323336,"Near Sujana Forum Mall
            Address
            Kapil Complex,
            KPHB Colony, Phase VI,
            Kukatpally,
            Hyderabad - 500072
            Telangana.
            40 42310277",LAUNDRY,Kukatpally,,,/Services/kukatpally.html
Westin Hotels,tel:40 67676767,"Building No 15,
Raheja IT Park, Hi-Tech City Road,
Madhapur,
Hyderabad - 500081
Telangana.",HOTEL,madhavpur,17.43614051,78.39338039,/Services/madhavpur.html
Hotel Danish,tel:8008729729,"H NO. 1-89/C/18/11, Survey No. 43 to 47,
Hitech City, Durgam Cheru Rd, Kavuri Hills,
Madhapur,
Hyderabad - 500081
Telangana.",HOTEL,madhavpur,17.439413,78.393164,/Services/madhavpur.html
Trident Hotel,tel:40 66232323,"Near Shilpakala Vedika
Address
Survey No. 64,
Hitech City Main Road,
Madhapur,
Hyderabad - 500081
Telangana.",HOTEL,madhavpur,17.44887761,78.3839552,/Services/madhavpur.html
M Hotels,tel:9666345555,"Above Ratnadeep Super Market
Address
Plot No. 20, Sector 1,
Jubilee Techno Enclave,
Madhapur,
Hyderabad - 500081
Telangana.
40 47774545
40 31009999",HOTEL,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
Trident Hotel,tel:40 66232323,"Near Shilpakala Vedika
Address
Survey No. 64,
Hitech City Main Road,
Madhapur,
Hyderabad - 500081
Telangana.",HOTEL,madhavpur,17.44887761,78.3839552,/Services/madhavpur.html
M Hotels,tel:9666345555,"Above Ratnadeep Super Market
Address
Plot No. 20, Sector 1,
Jubilee Techno Enclave,
Madhapur,
Hyderabad - 500081
Telangana.
40 47774545
40 31009999",HOTEL,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
Nera Regency,tel:7675881177,"Opposite Image Hospital
Address
Plot No. 10 & 11,
Vittal Rao Nagar,
Madhapur,
Hyderabad - 500081
Telangana.
40 65306777",HOTEL,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
Hotel Novotel Convention Centre,tel:40 66824422,"Near P.O Bag 1101
            Address
            Kavuri Hills,
            Hi-Tech City,
            Madhapur,
            Hyderabad - 500081
            Telangana.",HOTEL,madhavpur,17.439413,78.393164,/Services/madhavpur.html
Hotel Nera Residency,tel:9908884869,"Opposite Image Hospital
                  Address
                  Plot No. 10, 11,
                  Vittal Rao Nagar,
                  Madhapur,
                  Hyderabad - 500081
                  Telangana.
                  40 65306777",BUSINESS HOTEL,madhavpur,,,/Services/madhavpur.html
Hotel Horizon Residency,tel:40 40100785,"Plot No. 1213,
Main Road, Ayyappa Society,
Madhapur,
Hyderabad - 500081
Telangana.",BUDGET HOTEL,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
NRS Royal Recreation,tel:7893442444,"Opposite Trident Hotel
                      Address
                      H No. 1-98/5/3/3,
                      Cyber Enclave,
                      Madhapur,
                      Hyderabad - 500081
                      Telangana.",BUDGET HOTEL,madhavpur,,,/Services/madhavpur.html
Hotel My Bliss,tel:9949642421,"Opposite Indian Oil Petrol Pump
Address
Plot No. 169,
Ayyappa Society,
Madhapur,
Hyderabad - 500081
Telangana.
40 40214431
40 42212323",BUDGET HOTEL,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
Rainbow Children Hospital,tel:40 64642020,"Opposite Shilparamam
Address
No. 25, Survey No. 11/2,
Madhapur,
Hyderabad - 500081
Telangana.",HOSPITAL,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
Maxcure Hospital,tel:40 46404540,"Behind Cyber Towers
Address
Plot No. 7 to 11, S No. 64,
Patrika Nagar,
Madhapur,
Hyderabad - 500081
Telangana.",HOSPITAL,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
Maxivision Super Speciality Eye Hospital,tel:40 33681055,"Opposite Cyber Towers
Address
D No. 1-118/124, Plot 24,
Jaihind Enclave,
Madhapur,
Hyderabad - 500081
Telangana.",HOSPITAL,madhavpur,17.447505,78.385881,/Services/madhavpur.html
Maxivision Super Speciality Eye Hopitals,tel:9394855678,"Opposite Cyber towers
Address
S. No. 64, Plot No 24, Door No. 1-118/24,
Madhapur,
Hyderabad - 500081
Telangana.",HOSPITAL,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
Omni Hospitals,tel:8790400544,"Address
Kaveri Hills,
Madhapur,
Hyderabad - 500081
Telangana.
040 39151500",HOSPITAL,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
Shathayu Ayurveda,tel:9177220066,"Near IMAGE Hospital
Address
Plot No. 21, House No. 1-90/2/6/1/21,
Main Road,
Madhapur,
Hyderabad - 500081
Telangana.
04 40110494",CLINIC,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
Lifespan,tel:40 23111055,"Opp. Silicon Towers
Address
Flat No. 301,
Bhaskar Empire ,
Madhapur,
Hyderabad - 500081
Telangana.",CLINIC,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
S Shure,tel:9705578543,"Address
Flat no-112,
Magans Lake View Appartment,
Madhapur,
Hyderabad - 500081
Telangana.",CLINIC,madhavpur,17.4528277,78.3824439,/Services/madhavpur.html
